Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Individuals using the Internet (% of population),IT.NET.USER.ZS,Saudi Arabia,SAU,0,2.21069,47.5,54,60.5,64.7137,69.6162,74.8793,82.12,93.31,95.7247,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Senegal,SEN,0,0.403967,9.8,10.8,13.1,17.7,27,25.6648,46,46,46,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Serbia,SRB,..,..,42.2,48.1,53.4504,62.0751,65.317,67.0568,70.3308,73.3607,77.4168,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Seychelles,SYC,0,7.39563,43.164,47.076,50.4,51.2547,54.2596,56.5147,58.7698,58.7698,58.7698,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sierra Leone,SLE,0,0.118254,0.9,2.5,4,6.0573,6.34442,11.7732,9,9,9,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Singapore,SGP,0,36,71,72,80.9021,79.0292,79.013,84.4523,84.4495,88.1656,88.9493,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovak Republic,SVK,0,9.4268,74.44,76.71,77.8826,79.98,77.6347,80.4759,81.6257,80.6603,82.8537,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovenia,SVN,0,15.1103,67.34,68.35,72.6756,71.59,73.0987,75.4985,78.8854,79.75,83.1084,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Solomon Islands,SLB,0,0.481297,6,6.9974,8,9,10.0005,11.0009,11.9242,11.9242,11.9242,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Somalia,SOM,0,0.02,1.25,1.3767,1.5,1.63,1.76,1.88,2.00405,2.00405,2.00405,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Africa,ZAF,0,5.34856,33.97,41,46.5,49,51.9191,54,56.1674,56.1674,56.1674,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Sudan,SSD,..,..,..,..,3.82997,4.51615,5.5,6.67973,7.97743,7.97743,7.97743,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Spain,ESP,0.0128736,13.625,67.09,69.81,71.635,76.19,78.6896,80.5613,84.6022,86.1072,90.7187,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sri Lanka,LKA,0,0.64741,15,18.2854,21.9,25.8,12.1,16.4,34.1133,34.1133,34.1133,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Kitts and Nevis,KNA,0,5.86281,63.2,64,64.6,68,75.7,76.8177,80.7102,80.7102,80.7102,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Lucia,LCA,0,5.09048,34,34.82,36,39.7,42.5309,46.7291,50.8152,50.8152,50.8152,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Vincent and the Grenadines,VCT,0,3.24504,36.7,40,43.5,47.4,17.1321,20.6894,22.0043,22.3943,22.3943,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sudan,SDN,0,0.025785,17.46,21,22.7,24.64,26.61,14.1,30.8703,30.8703,30.8703,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Suriname,SUR,0,2.50641,32,34.6812,37.4,40.08,42.7638,45.4,48.9452,48.9452,48.9452,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sweden,SWE,0.584192,45.6877,92.77,93.18,94.7836,92.52,90.6102,89.6509,95.5101,92.1417,94.4934,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Switzerland,CHE,0.595714,47.1,85.193,85.2,86.34,87.4,87.4791,89.1347,89.6861,89.6861,93.1461,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Syrian Arab Republic,SYR,0,0.181699,22.5,24.3001,26.2,28.09,29.9798,31.8696,34.2534,34.2534,34.2534,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tajikistan,TJK,0,0.0485996,13.03,14.51,16,17.49,18.98,20.47,21.96,21.96,21.96,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tanzania,TZA,0,0.117194,3.2,3.95,4.4,7,20,13,25,25,25,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Thailand,THA,0,3.68904,23.6699,26.46,28.94,34.89,39.3161,47.505,52.8919,56.8175,66.6524,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Timor-Leste,TLS,0,..,4,7,11,17.5,23,25.2462,27.4927,27.4927,27.4927,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Togo,TGO,0,0.8,3.5,4,4.5,5.7,7.12,11.31,12.3602,12.3602,12.3602,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tonga,TON,0,2.4344,25,30,32.754,35.9544,38.6513,39.95,41.2487,41.2487,41.2487,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Trinidad and Tobago,TTO,0,7.72141,55.2,59.5162,63.8,65.1,69.1985,73.2969,77.3261,77.3261,77.3261,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tunisia,TUN,0,2.75074,39.1,41.4416,43.8,46.16,46.5,49.6,64.1908,64.1908,66.7,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkey,TUR,0,3.76169,43.0657,45.13,46.25,51.04,53.745,58.3477,64.6846,71.0428,73.9767,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkmenistan,TKM,0,0.133282,5,7.1958,9.6,12.2,14.9968,17.9903,21.251,21.251,21.251,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turks and Caicos Islands,TCA,0,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tuvalu,TUV,0,5.24164,30,35,37,39.2,42.7,46.0092,49.3183,49.3183,49.3183,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uganda,UGA,0,0.163714,13.0135,14.1,15.5,16.9,17.8349,21.8762,23.7065,23.7065,23.7065,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ukraine,UKR,0,0.716184,28.7083,35.27,40.9541,46.236,48.8846,53,58.8895,58.8895,58.8895,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United Arab Emirates,ARE,0,23.6253,78,85,88,90.4,90.5,90.6,94.8199,98.45,99.15,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United Kingdom,GBR,0.0873553,26.8218,85.38,87.48,89.8441,91.61,92.0003,94.7758,94.62,94.8967,92.5166,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,United States,USA,0.784729,43.0792,69.7295,74.7,71.4,73,74.5542,85.5444,87.2661,87.2661,87.2661,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uruguay,URY,0,10.5391,51.4047,54.4538,57.69,61.46,64.5708,66.4,68.2797,68.2797,76.9496,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uzbekistan,UZB,0,0.484347,18.6,23.6,26.8,35.5,42.8,46.7913,52.3051,52.3051,52.3051,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Vanuatu,VUT,0,2.10834,9.2,10.598,11.3,18.8,22.3514,24,25.7198,25.7198,25.7198,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Venezuela, RB",VEN,0,3.3596,40.22,49.0501,54.9,57,64,60,72,72,72,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Vietnam,VNM,0,0.254248,35.07,36.8,38.5,41,45,53,58.14,70.3496,68.7,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Virgin Islands (U.S.),VIR,0,13.8151,35.6,40.5479,45.3,50.07,54.8391,59.6083,64.3775,64.3775,64.3775,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,West Bank and Gaza,PSE,0,1.11131,41.08,43.4,46.6,53.67,57.4242,61.1784,65.2,64.4,70.6226,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Yemen, Rep.",YEM,0,0.0825004,14.905,17.4465,20,22.55,24.0854,24.5792,26.7184,26.7184,26.7184,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Zambia,ZMB,0,0.191072,11.5,13.4682,15.4,19,21,25.5066,27.8526,14.3,14.3,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Zimbabwe,ZWE,0,0.401434,8.4,12,15.5,16.3647,22.7428,23.12,27.0555,27.0555,27.0555,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Arab World,ARB,0,1.16588720657525,26.7538765317274,30.0932481141804,33.1127974376489,36.6238514405909,43.6963356565121,41.4874803442673,49.2601323271529,52.1280852324219,55.7983719285006,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Caribbean small states,CSS,0,4.91930641717606,42.1412484840484,42.4939915051293,45.2698401409788,48.3336777791331,50.2954628333812,52.9532186936825,59.1763695734429,59.1730233037335,59.162678822263,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Central Europe and the Baltics,CEB,0,7.05382364904476,59.1103520544265,61.7163451056527,63.463990446104,66.4833913113019,67.3494651243399,71.3419860635486,73.4095852316309,75.8877997192072,80.2319832378611,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Early-demographic dividend,EAR,0.000242858603089514,1.13662445247467,15.4256702566185,18.0679671593826,20.9099351899368,25.4490758484298,25.7726563027538,30.16674885304,38.0290593571673,39.5251067969932,40.2932603078742,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,East Asia & Pacific,EAS,0.00721087851747455,5.48295282945682,37.4023217637077,40.7438027031552,44.1230768959998,46.3289968260042,48.4666981792941,52.6132531845111,54.4770687917162,56.6117020842631,56.377466102044,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,East Asia & Pacific (excluding high income),EAP,0,1.84586751395586,32.4043499409168,36.0823943360186,39.2318695999501,41.5498464626491,43.7525554057094,48.1383192367882,50.5498886487789,52.8779133451351,52.7070608643978,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,0,1.86911621485889,32.8066990465628,36.5292359199153,39.7164903079905,42.0618626987052,44.2904688863417,48.7288417554908,51.1687406598685,52.8779343796723,53.350032756497,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Euro area,EMU,0.0725336197254252,22.4660207469771,72.0135155240751,74.1189289547935,75.8504085743527,77.0892445242706,77.4724375490298,77.9894252620764,79.6609139098033,83.7836355424435,84.4859073694646,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Europe & Central Asia,ECS,0.048057815884866,13.1562593108448,58.7933456513494,63.5899705464346,66.3117039817178,68.9883948857539,70.0293061076638,72.4317792815082,75.0166466673325,78.2820840026015,79.5597418808531,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Europe & Central Asia (excluding high income),ECA,0,1.86985221077614,40.5739322401627,48.9820329194159,52.9466087619409,57.0455141567597,58.9333796637224,62.6544234632548,66.714851405505,70.1307924877066,71.7469194444221,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,0,2.50101249051518,42.5553116678818,50.1062173588993,53.7765032094033,57.8327013062539,59.6578816366659,63.4999761613943,67.3581711620636,70.7894703742973,72.9422407382607,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,European Union,EUU,0.0667223424243876,19.6471680627752,69.661780787477,71.8574538584595,73.610369251994,75.1855103119839,75.6545888175931,76.9131937992058,78.7556042762782,82.3942825541395,83.931649548396,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Fragile and conflict affected situations,FCS,0,0.338227099396321,10.0087478648576,12.1048906259248,14.1928341407808,16.0930226159663,24.467745347652,20.0784224792713,28.0385469991262,27.9356145697398,27.8707534532296,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Heavily indebted poor countries (HIPC),HPC,0,0.174022836923733,5.33831424691237,6.60832654564929,8.07053558962715,10.4015241331511,14.6433584973524,15.3506956207727,19.3528441769178,19.2745426178528,18.9182554217751,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,High income,HIC,0.254098633109246,29.9097447652841,72.1023314622589,74.8452152744235,76.2596498691714,77.9375836417827,79.3717289179264,83.7301661930563,84.6432951141776,86.375705259648,86.9820818114521,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,IBRD only,IBD,0,1.86565309002474,28.3164038114531,32.0765546248572,35.1776767221815,38.8762367242959,40.0373512180104,43.9241615414463,50.1712493066127,51.5726509808818,52.4701912761789,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,IDA & IBRD total,IBT,0,1.50428560105682,23.4048389065269,26.5767779013004,29.2759936542461,32.7205395944763,34.6927751469241,37.5218047861205,43.324942867115,44.2982446681822,44.8831343533668,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,IDA blend,IDB,0,0.154979770384066,10.9857375768544,12.8934721632951,14.9969714542041,17.3119431085359,24.2626178065621,20.4051735633482,28.0255615893853,28.0411957026181,29.1027053332064,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,IDA only,IDX,0,0.131433518597114,5.60129935302235,6.85464583030319,8.47810856518779,11.6631797791871,15.2322270100584,16.9356707676886,20.2468566727687,20.1836527204579,19.6096643983799,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,IDA total,IDA,0,0.13945546451759,7.41661840305488,8.89288760147937,10.6651387712118,13.5601001844541,18.2669507516369,18.102201069245,22.859968642506,22.8264009698591,22.8018090853807,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Late-demographic dividend,LTE,0,2.4694144871159,40.0505412130314,44.7107659789846,47.8380836668157,50.3828438929391,52.7886903100827,56.1296560256753,58.5918607182583,60.401668589215,60.6277449171911,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Latin America & Caribbean,LCN,0,3.88446109186968,39.3384901293022,43.1628934209473,46.2369245241691,48.7207894482501,54.6153550784205,57.3545910551675,63.2182195662241,64.2941091798199,65.9688034923114,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Latin America & Caribbean (excluding high income),LAC,0,3.36120803310167,38.7184235838487,42.5123437816804,45.6077216245321,48.0944203093504,53.7904524301249,56.3874493965093,62.5334228681382,63.6659603953058,65.3393259485993,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,0,3.90354376532493,39.6999630330599,43.3896546803549,46.4145802820325,48.9358787904316,54.8571535450995,57.5246521458102,63.2598806409237,64.3633024381104,65.9936098503332,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Least developed countries: UN classification,LDC,0,0.0923732913782033,4.74852862001218,6.01321923481508,7.48580317001998,10.7120018714582,13.700162207842,15.0609343730295,18.2497046709887,18.2337149212709,17.8802219944307,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Low & middle income,LMY,0,1.37765744450652,22.8442661188948,26.0260626043058,28.7352507373347,32.1690477230134,34.1132350263077,36.9130378151597,42.7686417257022,43.8945804941952,44.2641188700442,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Low income,LIC,0,0.0808501269161696,5.44061034780361,6.56470621770635,7.63508163781877,9.09612689927871,11.7279235425363,12.3485213840936,15.1437408374875,15.9342808339863,15.3021885161029,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lower middle income,LMC,0,0.475881150144058,12.7013325321313,15.1979482601084,18.0112614467311,22.7447480540937,22.6227640213268,26.1131415816816,34.9364807161837,35.5916206568975,35.4054424089446,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Middle East & North Africa,MEA,0.00193898030096925,1.70756821030919,28.0057784952416,31.5227463440406,35.5087285435259,40.4000213838846,47.9201129444844,48.4947003515637,56.2157722844976,60.0148807268594,63.5864421874396,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Middle East & North Africa (excluding high income),MNA,0,0.861165528878416,23.1344735872721,26.1786303290189,29.92718801056,34.9445399805188,43.2279325819055,43.218219564844,51.1623139941829,54.5094818627972,58.1932283453452,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,0,0.857976147967931,22.9121357284427,25.9644316467569,29.7190970854109,34.7099189743623,43.0491828568542,42.9906955057244,50.9832383394813,54.3823699257163,58.0323123848558,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Middle income,MIC,0,1.48492037164908,24.5999667899885,28.0161449788569,30.9622074862915,34.6383849803858,36.5421487511488,39.6166423526729,45.8527501514054,46.9399659878504,47.598480679937,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,North America,NAC,0.742836089621538,43.8841977852617,71.0569937499517,75.5335297665607,72.8493027183661,74.4252310539038,76.1172916300886,86.1149779757238,87.6470387017947,87.6480789000626,87.6490970937749,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,OECD members,OED,0.236651056713957,27.0327408980089,67.6444099422844,70.2682917202762,71.6288107402702,73.2154413925111,75.756107474018,79.8964685241914,81.006609893867,82.6607025289219,83.6962007900189,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Other small states,OSS,0,5.39599107246084,28.12440963222,31.4666141892637,36.3583586040019,40.1576357786085,43.6569715339217,46.2999064482222,52.8635224070678,53.5035833024069,53.8846377636518,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Pacific island small states,PSS,0,1.45822923290205,17.5998979346836,20.7648965065979,22.0059240795738,24.6448803108139,27.7554883762466,30.3411928006608,32.7039646964416,32.5786804327848,32.4587027486162,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Post-demographic dividend,PST,0.270412200339253,30.5592950175249,71.452724206072,74.2481626215599,75.7460824412044,77.4032058920769,78.7028406987194,83.1870475390506,83.8054188242322,85.2296809517759,85.5538802616663,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Pre-demographic dividend,PRE,0,0.123238216973156,7.09793122169901,8.58560479199942,10.3258242972897,12.7661815720191,20.2604611498472,16.5090315269935,24.0610552424299,23.7487822297653,23.7109613205188,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Small states,SST,0,5.0081511590759,30.2291149874703,32.951733521878,37.1922232974302,40.7670670968349,43.9398044223969,46.572126747843,52.8067264889134,53.2725732027797,53.5431852521873,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Asia,SAS,0,0.43223592594445,9.41001702905328,11.531158119469,13.7606188573742,19.0593018778098,16.2234727555069,20.2398446415586,30.0991834879203,30.077485121253,30.0535982348889,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Asia (IDA & IBRD),TSA,0,0.43223592594445,9.41001702905328,11.531158119469,13.7606188573742,19.0593018778098,16.2234727555069,20.2398446415586,30.0991834879203,30.077485121253,30.0535982348889,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sub-Saharan Africa,SSF,0,0.500951442131976,8.39925442728341,10.2865682659582,12.3642174552755,15.0567479121023,20.7459262859996,19.3412207925083,25.4153365709872,25.1283979069661,25.0771761778621,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sub-Saharan Africa (excluding high income),SSA,0,0.488009196724245,8.3579658280835,10.2480462576827,12.3234457002568,15.0145692121935,20.7054850594192,19.2971437561972,25.3761150774795,25.0859855128113,25.0294986457167,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,0,0.500951442131976,8.39925442728341,10.2865682659582,12.3642174552755,15.0567479121023,20.7459262859996,19.3412207925083,25.4153365709872,25.1283979069661,25.0771761778621,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Upper middle income,UMC,0,2.37304234364517,35.9353255747247,40.3110490617892,43.466766388273,46.187279576471,50.151916648119,52.910735192253,56.6681975433827,58.2714237348612,59.8627757380465,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,World,WLD,0.0492353738271775,6.52593726286078,31.1482118749972,34.2076179571905,36.6393625804118,39.7354802912976,41.5468477812233,44.553849801776,49.5565499521096,50.7588424548751,51.0967158754631,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 02/17/2021,,,,,,,,,,,,,,,
